connection_id,target
cxcon_458,0
cxcon_461,1
cxcon_464,0
cxcon_467,0
cxcon_470,2
cxcon_473,0
cxcon_476,0
cxcon_479,0
cxcon_482,0
cxcon_485,2
cxcon_488,0
cxcon_491,0
cxcon_494,0
cxcon_497,1
cxcon_500,1
cxcon_503,0
cxcon_506,0
cxcon_509,0
cxcon_512,1
cxcon_515,0
cxcon_518,0
cxcon_521,0
cxcon_524,0
cxcon_527,0
cxcon_530,0
cxcon_533,0
cxcon_536,0
cxcon_539,0
cxcon_542,0
cxcon_545,1
cxcon_548,0
cxcon_551,0
cxcon_554,1
cxcon_557,0
cxcon_560,0
cxcon_563,0
cxcon_566,0
cxcon_569,1
cxcon_572,2
cxcon_575,0
cxcon_578,0
cxcon_581,0
cxcon_584,0
cxcon_587,1
cxcon_590,0
cxcon_593,2
cxcon_596,0
cxcon_599,1
cxcon_602,1
cxcon_605,0
cxcon_608,2
cxcon_611,1
cxcon_614,0
cxcon_617,1
cxcon_620,1
cxcon_623,1
cxcon_626,0
cxcon_629,0
cxcon_632,0
cxcon_635,0
cxcon_638,0
cxcon_641,2
cxcon_644,1
cxcon_647,2
cxcon_650,1
cxcon_653,2
cxcon_656,0
cxcon_659,1
cxcon_662,0
cxcon_665,0
cxcon_668,0
cxcon_671,0
cxcon_674,0
cxcon_677,1
cxcon_680,0
cxcon_683,0
cxcon_686,2
cxcon_689,1
cxcon_692,0
cxcon_695,0
cxcon_698,0
cxcon_701,0
cxcon_704,0
cxcon_707,0
cxcon_710,0
cxcon_713,1
cxcon_716,0
cxcon_719,0
cxcon_722,0
cxcon_725,1
cxcon_728,2
cxcon_731,0
cxcon_734,0
cxcon_737,1
cxcon_740,0
cxcon_743,0
cxcon_746,0
cxcon_749,0
cxcon_752,0
cxcon_755,0
cxcon_758,0
cxcon_761,0
cxcon_764,1
cxcon_767,1
cxcon_770,1
cxcon_773,0
cxcon_776,0
cxcon_779,0
cxcon_782,0
cxcon_785,0
cxcon_788,0
cxcon_791,0
cxcon_794,0
cxcon_797,1
cxcon_800,2
cxcon_803,1
cxcon_806,1
cxcon_809,0
cxcon_812,0
cxcon_815,0
cxcon_818,0
cxcon_821,0
cxcon_824,0
cxcon_827,0
cxcon_830,0
cxcon_833,0
cxcon_836,0
cxcon_839,0
cxcon_842,0
cxcon_845,0
cxcon_848,0
cxcon_851,0
cxcon_854,2
cxcon_857,0
cxcon_860,1
cxcon_863,0
cxcon_866,2
cxcon_869,0
cxcon_872,0
cxcon_875,0
cxcon_878,1
cxcon_881,0
cxcon_884,1
cxcon_887,0
cxcon_890,1
cxcon_893,0
cxcon_896,1
cxcon_899,1
cxcon_902,0
cxcon_905,2
cxcon_908,2
cxcon_911,0
cxcon_914,1
cxcon_917,0
cxcon_920,0
cxcon_923,1
cxcon_926,1
cxcon_929,0
cxcon_932,0
cxcon_935,0
cxcon_938,0
cxcon_941,0
cxcon_944,0
cxcon_947,0
cxcon_950,0
cxcon_953,0
cxcon_956,0
cxcon_959,0
cxcon_962,0
cxcon_965,0
cxcon_968,0
cxcon_971,2
cxcon_974,2
cxcon_977,1
cxcon_980,0
cxcon_983,0
cxcon_986,2
cxcon_989,0
cxcon_992,1
cxcon_995,1
cxcon_998,0
cxcon_1001,0
cxcon_1004,1
cxcon_1007,1
cxcon_1010,0
cxcon_1013,0
cxcon_1016,1
cxcon_1019,0
cxcon_1022,0
cxcon_1025,0
cxcon_1028,0
cxcon_1031,0
cxcon_1034,2
cxcon_1037,2
cxcon_1040,1
cxcon_1043,0
cxcon_1046,0
cxcon_1049,1
cxcon_1052,0
cxcon_1055,1
cxcon_1058,0
cxcon_1061,0
cxcon_1064,2
cxcon_1067,2
cxcon_1070,0
cxcon_1073,1
cxcon_1076,0
cxcon_1079,0
cxcon_1082,0
cxcon_1085,1
cxcon_1088,0
cxcon_1091,0
cxcon_1094,0
cxcon_1097,0
cxcon_1100,1
cxcon_1103,1
cxcon_1106,2
cxcon_1109,1
cxcon_1112,0
cxcon_1115,0
cxcon_1118,0
cxcon_1121,1
cxcon_1124,0
cxcon_1127,0
cxcon_1130,0
cxcon_1133,0
cxcon_1136,1
cxcon_1139,0
cxcon_1142,1
cxcon_1145,0
cxcon_1148,0
cxcon_1151,0
cxcon_1154,0
cxcon_1157,0
cxcon_1160,0
cxcon_1163,0
cxcon_1166,1
cxcon_1169,1
cxcon_1172,0
cxcon_1175,0
cxcon_1178,0
cxcon_1181,1
cxcon_1184,0
cxcon_1187,0
cxcon_1190,0
cxcon_1193,0
cxcon_1196,2
cxcon_1199,0
cxcon_1202,0
cxcon_1205,0
cxcon_1208,1
cxcon_1211,0
cxcon_1214,0
cxcon_1217,0
cxcon_1220,2
cxcon_1223,1
cxcon_1226,0
cxcon_1229,1
cxcon_1232,0
cxcon_1235,0
cxcon_1238,0
cxcon_1241,0
cxcon_1244,0
cxcon_1247,0
cxcon_1250,1
cxcon_1253,2
cxcon_1256,0
cxcon_1259,0
cxcon_1262,0
cxcon_1265,0
cxcon_1268,0
cxcon_1271,0
cxcon_1274,0
cxcon_1277,0
cxcon_1280,0
cxcon_1283,0
cxcon_1286,0
cxcon_1289,0
cxcon_1292,1
cxcon_1295,0
cxcon_1298,0
cxcon_1301,0
cxcon_1304,2
cxcon_1307,0
cxcon_1310,0
cxcon_1313,0
cxcon_1316,0
cxcon_1319,2
cxcon_1322,1
cxcon_1325,1
cxcon_1328,2
cxcon_1331,0
cxcon_1334,0
cxcon_1337,0
cxcon_1340,0
cxcon_1343,0
cxcon_1346,1
cxcon_1349,0
cxcon_1352,1
cxcon_1355,0
cxcon_1358,0
cxcon_1361,0
cxcon_1364,1
cxcon_1367,2
cxcon_1370,0
cxcon_1373,0
cxcon_1376,0
cxcon_1379,0
cxcon_1382,0
cxcon_1385,0
cxcon_1388,0
cxcon_1391,2
cxcon_1394,0
cxcon_1397,1
cxcon_1400,2
cxcon_1403,1
cxcon_1406,0
cxcon_1409,2
cxcon_1412,0
cxcon_1415,0
cxcon_1418,0
cxcon_1421,0
cxcon_1424,1
cxcon_1427,0
cxcon_1430,1
cxcon_1433,1
cxcon_1436,0
cxcon_1439,0
cxcon_1442,0
cxcon_1445,1
cxcon_1448,0
cxcon_1451,2
cxcon_1454,2
cxcon_1457,0
cxcon_1460,0
cxcon_1463,2
cxcon_1466,0
cxcon_1469,1
cxcon_1472,1
cxcon_1475,0
cxcon_1478,0
cxcon_1481,0
cxcon_1484,1
cxcon_1487,1
cxcon_1490,0
cxcon_1493,0
cxcon_1496,0
cxcon_1499,0
cxcon_1502,0
cxcon_1505,0
cxcon_1508,0
cxcon_1511,0
cxcon_1514,0
cxcon_1517,0
cxcon_1520,0
cxcon_1523,1
cxcon_1526,2
cxcon_1529,1
cxcon_1532,0
cxcon_1535,0
cxcon_1538,0
cxcon_1541,0
cxcon_1544,1
cxcon_1547,0
cxcon_1550,1
cxcon_1553,0
cxcon_1556,0
cxcon_1559,1
cxcon_1562,0
cxcon_1565,0
cxcon_1568,0
cxcon_1571,0
cxcon_1574,2
cxcon_1577,2
cxcon_1580,0
cxcon_1583,1
cxcon_1586,0
cxcon_1589,0
cxcon_1592,0
cxcon_1595,2
cxcon_1598,1
cxcon_1601,0
cxcon_1604,0
cxcon_1607,0
cxcon_1610,1
cxcon_1613,1
cxcon_1616,0
cxcon_1619,0
cxcon_1622,1
cxcon_1625,0
cxcon_1628,1
cxcon_1631,1
cxcon_1634,0
cxcon_1637,1
cxcon_1640,0
cxcon_1643,0
cxcon_1646,1
cxcon_1649,2
cxcon_1652,2
cxcon_1655,1
cxcon_1658,0
cxcon_1661,2
cxcon_1664,0
cxcon_1667,0
cxcon_1670,0
cxcon_1673,0
cxcon_1676,1
cxcon_1679,0
cxcon_1682,0
cxcon_1685,2
cxcon_1688,0
cxcon_1691,0
cxcon_1694,0
cxcon_1697,0
cxcon_1700,0
cxcon_1703,0
cxcon_1706,0
cxcon_1709,0
cxcon_1712,0
cxcon_1715,0
cxcon_1718,0
cxcon_1721,0
cxcon_1724,0
cxcon_1727,0
cxcon_1730,0
cxcon_1733,1
cxcon_1736,1
cxcon_1739,0
cxcon_1742,1
cxcon_1745,0
cxcon_1748,0
cxcon_1751,0
cxcon_1754,0
cxcon_1757,0
cxcon_1760,0
cxcon_1763,0
cxcon_1766,0
cxcon_1769,1
cxcon_1772,2
cxcon_1775,0
cxcon_1778,0
cxcon_1781,0
cxcon_1784,0
cxcon_1787,2
cxcon_1790,0
cxcon_1793,0
cxcon_1796,2
cxcon_1799,0
cxcon_1802,0
cxcon_1805,2
cxcon_1808,2
cxcon_1811,0
cxcon_1814,0
cxcon_1817,1
cxcon_1820,0
cxcon_1823,0
cxcon_1826,0
cxcon_1829,0
cxcon_1832,0
cxcon_1835,2
cxcon_1838,0
cxcon_1841,2
cxcon_1844,1
cxcon_1847,0
cxcon_1850,0
cxcon_1853,0
cxcon_1856,0
cxcon_1859,0
cxcon_1862,0
cxcon_1865,0
cxcon_1868,0
cxcon_1871,0
cxcon_1874,2
cxcon_1877,0
cxcon_1880,1
cxcon_1883,0
cxcon_1886,0
cxcon_1889,1
cxcon_1892,0
cxcon_1895,2
cxcon_1898,0
cxcon_1901,2
cxcon_1904,0
cxcon_1907,0
cxcon_1910,0
cxcon_1913,0
cxcon_1916,2
cxcon_1919,0
cxcon_1922,0
cxcon_1925,2
cxcon_1928,1
cxcon_1931,0
cxcon_1934,0
cxcon_1937,0
cxcon_1940,0
cxcon_1943,0
cxcon_1946,0
cxcon_1949,0
cxcon_1952,1
cxcon_1955,0
cxcon_1958,0
cxcon_1961,1
cxcon_1964,0
cxcon_1967,0
cxcon_1970,0
cxcon_1973,0
cxcon_1976,2
cxcon_1979,0
cxcon_1982,0
cxcon_1985,1
cxcon_1988,1
cxcon_1991,0
cxcon_1994,1
cxcon_1997,0
cxcon_2000,0
cxcon_2003,0
cxcon_2006,2
cxcon_2009,0
cxcon_2012,2
cxcon_2015,0
cxcon_2018,0
cxcon_2021,0
cxcon_2024,0
cxcon_2027,1
cxcon_2030,0
cxcon_2033,0
cxcon_2036,0
cxcon_2039,0
cxcon_2042,0
cxcon_2045,1
cxcon_2048,1
cxcon_2051,0
cxcon_2054,0
cxcon_2057,0
cxcon_2060,0
cxcon_2063,0
cxcon_2066,0
cxcon_2069,0
cxcon_2072,1
cxcon_2075,2
cxcon_2078,0
cxcon_2081,0
cxcon_2084,1
cxcon_2087,0
cxcon_2090,0
cxcon_2093,0
cxcon_2096,0
cxcon_2099,0
cxcon_2102,2
cxcon_2105,1
cxcon_2108,0
cxcon_2111,0
cxcon_2114,0
cxcon_2117,0
cxcon_2120,1
cxcon_2123,0
cxcon_2126,1
cxcon_2129,1
cxcon_2132,1
cxcon_2135,2
cxcon_2138,0
cxcon_2141,0
cxcon_2144,0
cxcon_2147,0
cxcon_2150,0
cxcon_2153,0
cxcon_2156,0
cxcon_2159,0
cxcon_2162,0
cxcon_2165,0
cxcon_2168,1
cxcon_2171,0
cxcon_2174,0
cxcon_2177,0
cxcon_2180,1
cxcon_2183,0
cxcon_2186,0
cxcon_2189,0
cxcon_2192,0
cxcon_2195,0
cxcon_2198,0
cxcon_2201,0
cxcon_2204,0
cxcon_2207,1
cxcon_2210,0
cxcon_2213,1
cxcon_2216,2
cxcon_2219,0
cxcon_2222,1
cxcon_2225,0
cxcon_2228,1
cxcon_2231,0
cxcon_2234,0
cxcon_2237,0
cxcon_2240,1
cxcon_2243,1
cxcon_2246,0
cxcon_2249,1
cxcon_2252,2
cxcon_2255,0
cxcon_2258,2
cxcon_2261,0
cxcon_2264,0
cxcon_2267,1
cxcon_2270,0
cxcon_2273,0
cxcon_2276,0
cxcon_2279,0
cxcon_2282,0
cxcon_2285,0
cxcon_2288,0
cxcon_2291,0
cxcon_2294,2
cxcon_2297,2
cxcon_2300,0
cxcon_2303,0
cxcon_2306,1
cxcon_2309,0
cxcon_2312,1
cxcon_2315,0
cxcon_2318,0
cxcon_2321,0
cxcon_2324,0
cxcon_2327,0
cxcon_2330,0
cxcon_2333,0
cxcon_2336,0
cxcon_2339,0
cxcon_2342,0
cxcon_2345,0
cxcon_2348,1
cxcon_2351,0
cxcon_2354,0
cxcon_2357,0
cxcon_2360,1
cxcon_2363,0
cxcon_2366,0
cxcon_2369,0
cxcon_2372,0
cxcon_2375,0
cxcon_2378,1
cxcon_2381,0
cxcon_2384,0
cxcon_2387,1
cxcon_2390,0
cxcon_2393,0
cxcon_2396,0
cxcon_2399,0
cxcon_2402,0
cxcon_2405,0
cxcon_2408,0
cxcon_2411,1
cxcon_2414,0
cxcon_2417,0
cxcon_2420,2
cxcon_2423,1
cxcon_2426,0
cxcon_2429,1
cxcon_2432,0
cxcon_2435,0
cxcon_2438,0
cxcon_2441,0
cxcon_2444,1
cxcon_2447,0
cxcon_2450,1
cxcon_2453,0
cxcon_2456,1
cxcon_2459,2
cxcon_2462,2
cxcon_2465,1
cxcon_2468,0
cxcon_2471,0
cxcon_2474,0
cxcon_2477,0
cxcon_2480,0
cxcon_2483,0
cxcon_2486,0
cxcon_2489,0
cxcon_2492,0
cxcon_2495,0
cxcon_2498,2
cxcon_2501,0
cxcon_2504,0
cxcon_2507,0
cxcon_2510,2
cxcon_2513,0
cxcon_2516,0
cxcon_2519,0
cxcon_2522,0
cxcon_2525,2
cxcon_2528,1
cxcon_2531,0
cxcon_2534,0
cxcon_2537,0
cxcon_2540,1
cxcon_2543,0
cxcon_2546,1
cxcon_2549,0
cxcon_2552,2
cxcon_2555,2
cxcon_2558,0
cxcon_2561,0
cxcon_2564,2
cxcon_2567,1
cxcon_2570,0
cxcon_2573,0
cxcon_2576,1
cxcon_2579,0
cxcon_2582,0
cxcon_2585,1
cxcon_2588,0
cxcon_2591,0
cxcon_2594,1
cxcon_2597,1
cxcon_2600,0
cxcon_2603,0
cxcon_2606,2
cxcon_2609,0
cxcon_2612,0
cxcon_2615,0
cxcon_2618,1
cxcon_2621,1
cxcon_2624,1
cxcon_2627,0
cxcon_2630,0
cxcon_2633,0
cxcon_2636,1
cxcon_2639,2
cxcon_2642,0
cxcon_2645,0
cxcon_2648,0
cxcon_2651,2
cxcon_2654,0
cxcon_2657,0
cxcon_2660,0
cxcon_2663,1
cxcon_2666,0
cxcon_2669,0
cxcon_2672,1
cxcon_2675,0
cxcon_2678,0
cxcon_2681,0
cxcon_2684,2
cxcon_2687,0
cxcon_2690,0
cxcon_2693,0
cxcon_2696,0
cxcon_2699,0
cxcon_2702,0
cxcon_2705,1
cxcon_2708,2
cxcon_2711,1
cxcon_2714,1
cxcon_2717,0
cxcon_2720,0
cxcon_2723,0
cxcon_2726,0
cxcon_2729,0
cxcon_2732,1
cxcon_2735,0
cxcon_2738,0
cxcon_2741,0
cxcon_2744,0
cxcon_2747,0
cxcon_2750,0
cxcon_2753,0
cxcon_2756,2
cxcon_2759,1
cxcon_2762,0
cxcon_2765,0
cxcon_2768,1
cxcon_2771,1
cxcon_2774,1
cxcon_2777,0
cxcon_2780,1
cxcon_2783,0
cxcon_2786,0
cxcon_2789,0
cxcon_2792,0
cxcon_2795,0
cxcon_2798,0
cxcon_2801,0
cxcon_2804,0
cxcon_2807,0
cxcon_2810,0
cxcon_2813,0
cxcon_2816,0
cxcon_2819,0
cxcon_2822,2
cxcon_2825,1
cxcon_2828,0
cxcon_2831,0
cxcon_2834,1
cxcon_2837,0
cxcon_2840,2
cxcon_2843,1
cxcon_2846,0
cxcon_2849,1
cxcon_2852,2
cxcon_2855,0
cxcon_2858,0
cxcon_2861,1
cxcon_2864,0
cxcon_2867,2
cxcon_2870,2
cxcon_2873,0
cxcon_2876,2
cxcon_2879,1
cxcon_2882,1
cxcon_2885,0
cxcon_2888,0
cxcon_2891,0
cxcon_2894,0
cxcon_2897,0
cxcon_2900,0
cxcon_2903,0
cxcon_2906,0
cxcon_2909,0
cxcon_2912,0
cxcon_2915,0
cxcon_2918,1
cxcon_2921,0
cxcon_2924,0
cxcon_2927,0
cxcon_2930,0
cxcon_2933,0
cxcon_2936,0
cxcon_2939,0
cxcon_2942,1
cxcon_2945,0
cxcon_2948,2
cxcon_2951,0
cxcon_2954,0
cxcon_2957,1
cxcon_2960,0
cxcon_2963,0
cxcon_2966,0
cxcon_2969,0
cxcon_2972,0
cxcon_2975,0
cxcon_2978,1
cxcon_2981,0
cxcon_2984,2
cxcon_2987,1
cxcon_2990,0
cxcon_2993,0
cxcon_2996,2
cxcon_2999,0
cxcon_3002,0
cxcon_3005,0
cxcon_3008,0
cxcon_3011,0
cxcon_3014,0
cxcon_3017,0
cxcon_3020,0
cxcon_3023,0
cxcon_3026,0
cxcon_3029,0
cxcon_3032,0
cxcon_3035,0
cxcon_3038,0
cxcon_3041,0
cxcon_3044,0
cxcon_3047,0
cxcon_3050,0
cxcon_3053,0
cxcon_3056,0
cxcon_3059,0
cxcon_3062,0
cxcon_3065,1
cxcon_3068,0
cxcon_3071,2
cxcon_3074,0
cxcon_3077,2
cxcon_3080,0
cxcon_3083,0
cxcon_3086,0
cxcon_3089,1
cxcon_3092,2
cxcon_3095,0
cxcon_3098,0
cxcon_3101,2
cxcon_3104,0
cxcon_3107,0
cxcon_3110,0
cxcon_3113,0
cxcon_3116,2
cxcon_3119,0
cxcon_3122,0
cxcon_3125,1
cxcon_3128,0
cxcon_3131,0
cxcon_3134,1
cxcon_3137,0
cxcon_3140,0
cxcon_3143,2
cxcon_3146,0
cxcon_3149,0
cxcon_3152,1
cxcon_3155,0
cxcon_3158,1
cxcon_3161,0
cxcon_3164,1
cxcon_3167,0
cxcon_3170,1
cxcon_3173,0
cxcon_3176,0
cxcon_3179,0
cxcon_3182,0
cxcon_3185,2
cxcon_3188,0
cxcon_3191,1
cxcon_3194,0
cxcon_3197,0
cxcon_3200,0
cxcon_3203,0
cxcon_3206,0
cxcon_3209,1
cxcon_3212,0
cxcon_3215,1
cxcon_3218,0
cxcon_3221,0
cxcon_3224,0
cxcon_3227,0
cxcon_3230,0
cxcon_3233,0
cxcon_3236,2
cxcon_3239,0
cxcon_3242,1
cxcon_3245,1
cxcon_3248,0
cxcon_3251,2
cxcon_3254,1
cxcon_3257,0
cxcon_3260,0
cxcon_3263,2
cxcon_3266,0
cxcon_3269,1
cxcon_3272,0
cxcon_3275,0
cxcon_3278,0
cxcon_3281,0
cxcon_3284,0
cxcon_3287,2
cxcon_3290,1
cxcon_3293,0
cxcon_3296,2
cxcon_3299,0
cxcon_3302,0
cxcon_3305,0
cxcon_3308,0
cxcon_3311,0
cxcon_3314,0
cxcon_3317,1
cxcon_3320,0
cxcon_3323,1
cxcon_3326,0
cxcon_3329,0
cxcon_3332,0
cxcon_3335,0
cxcon_3338,0
cxcon_3341,0
cxcon_3344,0
cxcon_3347,0
cxcon_3350,0
cxcon_3353,0
cxcon_3356,1
cxcon_3359,2
cxcon_3362,0
cxcon_3365,0
cxcon_3368,0
cxcon_3371,1
cxcon_3374,0
cxcon_3377,2
cxcon_3380,0
cxcon_3383,1
cxcon_3386,2
cxcon_3389,1
cxcon_3392,0
cxcon_3395,0
cxcon_3398,1
cxcon_3401,0
cxcon_3404,0
cxcon_3407,1
cxcon_3410,1
cxcon_3413,2
cxcon_3416,2
cxcon_3419,0
cxcon_3422,0
cxcon_3425,0
cxcon_3428,0
cxcon_3431,0
cxcon_3434,0
cxcon_3437,0
cxcon_3440,1
cxcon_3443,1
cxcon_3446,0
cxcon_3449,0
cxcon_3452,0
cxcon_3455,0
cxcon_3458,1
cxcon_3461,0
cxcon_3464,2
cxcon_3467,0
cxcon_3470,2
cxcon_3473,2
cxcon_3476,0
cxcon_3479,0
cxcon_3482,0
cxcon_3485,0
cxcon_3488,0
cxcon_3491,2
cxcon_3494,0
cxcon_3497,1
cxcon_3500,0
cxcon_3503,0
cxcon_3506,0
cxcon_3509,0
cxcon_3512,0
cxcon_3515,0
cxcon_3518,0
cxcon_3521,1
cxcon_3524,0
cxcon_3527,0
cxcon_3530,0
cxcon_3533,0
cxcon_3536,0
cxcon_3539,1
cxcon_3542,2
cxcon_3545,1
cxcon_3548,0
cxcon_3551,0
cxcon_3554,1
cxcon_3557,0
cxcon_3560,1
cxcon_3563,2
cxcon_3566,1
cxcon_3569,0
cxcon_3572,0
cxcon_3575,2
cxcon_3578,1
cxcon_3581,2
cxcon_3584,0
cxcon_3587,1
cxcon_3590,0
cxcon_3593,0
cxcon_3596,0
cxcon_3599,1
cxcon_3602,1
cxcon_3605,1
cxcon_3608,0
cxcon_3611,0
cxcon_3614,0
cxcon_3617,0
cxcon_3620,0
cxcon_3623,0
cxcon_3626,0
cxcon_3629,2
cxcon_3632,0
cxcon_3635,0
cxcon_3638,1
cxcon_3641,2
cxcon_3644,1
cxcon_3647,0
cxcon_3650,0
cxcon_3653,2
cxcon_3656,0
cxcon_3659,0
cxcon_3662,0
cxcon_3665,0
cxcon_3668,0
cxcon_3671,0
cxcon_3674,0
cxcon_3677,0
cxcon_3680,0
cxcon_3683,0
cxcon_3686,0
cxcon_3689,1
cxcon_3692,2
cxcon_3695,0
cxcon_3698,2
cxcon_3701,0
cxcon_3704,0
cxcon_3707,0
cxcon_3710,0
cxcon_3713,0
cxcon_3716,0
cxcon_3719,0
cxcon_3722,0
cxcon_3725,0
cxcon_3728,0
cxcon_3731,0
cxcon_3734,0
cxcon_3737,1
cxcon_3740,2
cxcon_3743,2
cxcon_3746,0
cxcon_3749,0
cxcon_3752,0
cxcon_3755,1
cxcon_3758,0
cxcon_3761,0
cxcon_3764,0
cxcon_3767,1
cxcon_3770,0
cxcon_3773,1
cxcon_3776,0
cxcon_3779,0
cxcon_3782,0
cxcon_3785,0
cxcon_3788,0
cxcon_3791,0
cxcon_3794,0
cxcon_3797,1
cxcon_3800,0
cxcon_3803,2
cxcon_3806,1
cxcon_3809,0
cxcon_3812,0
cxcon_3815,0
cxcon_3818,0
cxcon_3821,0
cxcon_3824,0
cxcon_3827,0
cxcon_3830,0
cxcon_3833,0
cxcon_3836,0
cxcon_3839,0
cxcon_3842,0
cxcon_3845,0
cxcon_3848,0
cxcon_3851,0
cxcon_3854,0
cxcon_3857,0
cxcon_3860,0
cxcon_3863,0
cxcon_3866,0
cxcon_3869,2
cxcon_3872,0
cxcon_3875,1
cxcon_3878,0
cxcon_3881,0
cxcon_3884,1
cxcon_3887,0
cxcon_3890,1
cxcon_3893,0
cxcon_3896,0
cxcon_3899,1
cxcon_3902,1
cxcon_3905,0
cxcon_3908,2
cxcon_3911,0
cxcon_3914,0
cxcon_3917,0
cxcon_3920,0
cxcon_3923,0
cxcon_3926,0
cxcon_3929,1
cxcon_3932,0
cxcon_3935,0
cxcon_3938,0
cxcon_3941,1
cxcon_3944,0
cxcon_3947,1
cxcon_3950,1
cxcon_3953,0
cxcon_3956,0
cxcon_3959,0
cxcon_3962,0
cxcon_3965,0
cxcon_3968,0
cxcon_3971,0
cxcon_3974,0
cxcon_3977,0
cxcon_3980,2
cxcon_3983,0
cxcon_3986,1
cxcon_3989,0
cxcon_3992,0
cxcon_3995,0
cxcon_3998,0
cxcon_4001,0
cxcon_4004,0
cxcon_4007,1
cxcon_4010,0
cxcon_4013,0
cxcon_4016,2
cxcon_4019,1
cxcon_4022,0
cxcon_4025,0
cxcon_4028,2
cxcon_4031,0
cxcon_4034,2
cxcon_4037,0
cxcon_4040,1
cxcon_4043,0
cxcon_4046,0
cxcon_4049,0
cxcon_4052,2
cxcon_4055,1
cxcon_4058,0
cxcon_4061,0
cxcon_4064,0
cxcon_4067,0
cxcon_4070,0
cxcon_4073,0
cxcon_4076,1
cxcon_4079,0
cxcon_4082,0
cxcon_4085,0
cxcon_4088,0
cxcon_4091,0
cxcon_4094,0
cxcon_4097,0
cxcon_4100,0
cxcon_4103,2
cxcon_4106,0
cxcon_4109,0
cxcon_4112,1
cxcon_4115,0
cxcon_4118,0
cxcon_4121,1
cxcon_4124,2
cxcon_4127,0
cxcon_4130,0
cxcon_4133,1
cxcon_4136,1
cxcon_4139,1
cxcon_4142,0
cxcon_4145,0
cxcon_4148,1
cxcon_4151,0
cxcon_4154,0
cxcon_4157,1
cxcon_4160,0
cxcon_4163,0
cxcon_4166,0
cxcon_4169,1
cxcon_4172,0
cxcon_4175,2
cxcon_4178,0
cxcon_4181,0
cxcon_4184,0
cxcon_4187,0
cxcon_4190,0
cxcon_4193,0
cxcon_4196,0
cxcon_4199,0
cxcon_4202,2
cxcon_4205,0
cxcon_4208,0
cxcon_4211,0
cxcon_4214,0
cxcon_4217,0
cxcon_4220,0
cxcon_4223,0
cxcon_4226,1
cxcon_4229,1
cxcon_4232,2
cxcon_4235,0
cxcon_4238,0
cxcon_4241,1
cxcon_4244,0
cxcon_4247,0
cxcon_4250,2
cxcon_4253,1
cxcon_4256,0
cxcon_4259,2
cxcon_4262,0
cxcon_4265,1
cxcon_4268,0
cxcon_4271,0
cxcon_4274,0
cxcon_4277,0
cxcon_4280,0
cxcon_4283,0
cxcon_4286,0
cxcon_4289,0
cxcon_4292,1
